Factor	Value	Class	Observed	Expected	Ratio	P-value	AdjP
Both	KK/HlJ_M	MAP_0000163x555	46	4.039962309363609	11.38624484030053	3.64988888951885e-32	2.2231473226059316e-28
Both	KK/HlJ_M	PAM_0000163x555	46	4.039962309363609	11.38624484030053	3.64988888951885e-32	2.2231473226059316e-28
Both	SJL/J_F	MPATH:513	46	8.75008550846841	5.25709148276103	5.201486271307515e-32	3.168225287853407e-28
Both	SJL/J_F	MA:0002434	48	9.29014485564942	5.166765507516363	5.201486271307515e-32	3.168225287853407e-28
Strain	KK/HlJ	MAP_0001876x181	62	10.058917315895496	6.163685221074953	5.406035666177705e-32	3.29281632426884e-28
Strain	KK/HlJ	PAM_0001876x181	62	10.058917315895496	6.163685221074953	5.406035666177705e-32	3.29281632426884e-28
Strain	BTBR T<+> tf/J	PAM_0001551x474	30	1.6058466152431223	18.681734429198926	2.428255113379316e-31	1.4790501895593413e-27
Strain	BTBR T<+> tf/J	MAP_0001551x474	30	1.6058466152431223	18.681734429198926	2.428255113379316e-31	1.4790501895593413e-27
Both	SJL/J_F	MAP_0001324x644	26	2.600845365889798	9.996749649552852	2.6330719382938863e-31	1.6038041176148062e-27
Both	SJL/J_F	PAM_0001324x644	26	2.600845365889798	9.996749649552852	2.6330719382938863e-31	1.6038041176148062e-27
Sex	F	MPATH:309	134	69.6501193580498	1.9239019435293037	3.129188425564072e-31	1.905988670011076e-27
Sex	F	MPATH:323	132	68.60675536330605	1.9240087845722476	3.129188425564072e-31	1.905988670011076e-27
Strain	SJL/J	MA:0000276	60	12.444643741445935	4.821351357787333	4.704083167990714e-31	2.8652570576231438e-27
Both	SJL/J_F	MA:0001324	26	2.7082200914773233	9.600401415609136	7.787083629168783e-31	4.743112638526705e-27
Strain	KK/HlJ	MAP_0000415x555	46	1.6057992336105236	28.64617135018325	7.968358517937513e-31	4.853527173275739e-27
Strain	KK/HlJ	PAM_0000415x555	46	1.6057992336105236	28.64617135018325	7.968358517937513e-31	4.853527173275739e-27
Strain	MRL/MpJ	PAM_0000124x214	102	26.19544052254409	3.8938073941615015	8.548122227031462e-31	5.206661248484863e-27
Strain	MRL/MpJ	MAP_0000124x214	102	26.19544052254409	3.8938073941615015	8.548122227031462e-31	5.206661248484863e-27
Strain	MRL/MpJ	MA:0000124	121	31.029004275763768	3.899577276945076	1.2758494100840707e-30	7.771198756822075e-27
Strain	MRL/MpJ	PAM_0000124x134	69	6.245397119240298	11.048136520803547	1.594434495917425e-30	9.711700514633035e-27
Strain	MRL/MpJ	MAP_0000124x134	69	6.245397119240298	11.048136520803547	1.594434495917425e-30	9.711700514633035e-27
Strain	A/J	MAP_0000165x554	22	1.207346218622183	18.221782336061217	2.1192835800505725e-30	1.2908556286088038e-26
Strain	A/J	PAM_0000165x554	22	1.207346218622183	18.221782336061217	2.1192835800505725e-30	1.2908556286088038e-26
Strain	PWD/PhJ	MAP_0000129x762	78	22.27627807018348	3.5014825975081547	1.0039561505804376e-29	6.115096913185446e-26
Strain	PWD/PhJ	PAM_0000129x762	78	22.27627807018348	3.5014825975081547	1.0039561505804376e-29	6.115096913185446e-26
Strain	SWR/J	PAM_0000415x585	60	4.866598552056933	12.32893968100989	1.5446118350550772e-29	9.408230687320476e-26
Strain	SWR/J	MAP_0000415x585	60	4.866598552056933	12.32893968100989	1.5446118350550772e-29	9.408230687320476e-26
Strain	SWR/J	MPATH:585	60	4.866598552056933	12.32893968100989	1.5446118350550772e-29	9.408230687320476e-26
Strain	PWD/PhJ	MPATH:762	78	22.543083031639007	3.460041374577192	1.648466557728486e-29	1.0040809803124208e-25
Both	SJL/J_F	MPATH:591	80	25.222528974477385	3.17176759241517	6.626325126646305e-29	4.036094634640264e-25
Both	C57BR/cdJ_M	MAP_0000338x214	20	0.7567567567567568	26.428571428571427	9.359439281738834e-29	5.700834466507123e-25
Both	C57BR/cdJ_M	PAM_0000338x214	20	0.7567567567567568	26.428571428571427	9.359439281738834e-29	5.700834466507123e-25
Both	KK/HlJ_F	MA:0000163	62	7.676069258244798	8.077050625019615	1.6472001222505487e-28	1.0033095944628092e-24
Both	NON/ShiLtJ_F	MA:0002703	46	2.563725812243887	17.94263636942468	3.2004996831078524e-28	1.949424356980993e-24
Both	C57L/J_M	PAM_0000253x555	34	4.53224968223428	7.50179323378294	3.6602031342926234e-28	2.229429729097637e-24
Both	C57L/J_M	MAP_0000253x555	34	4.53224968223428	7.50179323378294	3.6602031342926234e-28	2.229429729097637e-24
Strain	KK/HlJ	MPATH:590	62	10.001170801901926	6.199274187799036	3.9921554572500555e-28	2.431621889011009e-24
Strain	KK/HlJ	PAM_0001459x590	62	9.858726874294794	6.288844471557077	3.9921554572500555e-28	2.431621889011009e-24
Strain	KK/HlJ	MAP_0001459x590	62	9.858726874294794	6.288844471557077	3.9921554572500555e-28	2.431621889011009e-24
Strain	KK/HlJ	MPATH:589	64	11.016567476220274	5.809432033902275	3.9921554572500555e-28	2.431621889011009e-24
Both	A/J_F	PAM_0000165x428	32	2.2801278278321213	14.034300888483372	4.417882215406389e-28	2.6909320574040315e-24
Both	A/J_F	MAP_0000165x428	32	2.2801278278321213	14.034300888483372	4.417882215406389e-28	2.6909320574040315e-24
Both	A/J_F	MPATH:428	32	2.2801278278321213	14.034300888483372	4.417882215406389e-28	2.6909320574040315e-24
Strain	SWR/J	MPATH:877	60	6.2612579380832925	9.582738899009057	4.602704697822314e-28	2.803507431443572e-24
Sex	M	PAM_0000358x743	148	87.32528342657331	1.694812707071767	4.701915086081307e-28	2.8639364789321238e-24
Sex	M	MPATH:743	148	87.32528342657331	1.694812707071767	4.701915086081307e-28	2.8639364789321238e-24
Sex	M	MAP_0000358x743	148	87.32528342657331	1.694812707071767	4.701915086081307e-28	2.8639364789321238e-24
Both	A/J_F	MA:0000165	100	27.780911827871687	3.5995938729294426	5.216977873726986e-28	3.177661222887107e-24
Both	MRL/MpJ_F	MA:0002417	60	12.435303503630747	4.824972706334168	6.589883048538506e-28	4.013897764864804e-24
Sex	M	MA:0001751	1374	1174.079789175331	1.1702782150479674	6.675979872499529e-28	4.066339340339463e-24
Strain	MRL/MpJ	PAM_0002417x127	79	9.522770552441804	8.29590501681709	9.277595242080196e-28	5.650983261951047e-24
Strain	MRL/MpJ	MAP_0002417x127	79	9.522770552441804	8.29590501681709	9.277595242080196e-28	5.650983261951047e-24
Both	SJL/J_F	MA:0000276	44	7.960882331151032	5.527025544370559	2.1727380632097723e-27	1.3234147543010723e-23
Strain	C57BR/cdJ	MA:0000338	34	4.810268128120244	7.068213058902086	2.278207197390034e-27	1.3876560039302698e-23
Strain	SJL/J	MPATH:591	96	36.55613457138462	2.6260982219697486	2.5184289486446016e-27	1.5339750726194268e-23
Both	SJL/J_F	MPATH:607	80	28.118460846097193	2.8451059408219317	3.4363173909444826e-27	2.0930609228242844e-23
Both	RIIIS/J_F	MAP_0001459x803	24	1.437515482549153	16.695472355845997	3.757810611541476e-27	2.288882443489913e-23
Both	RIIIS/J_F	PAM_0001459x803	24	1.437515482549153	16.695472355845997	3.757810611541476e-27	2.288882443489913e-23
Strain	BTBR T<+> tf/J	MA:0001551	32	2.490265494870555	12.850035494574191	4.499986231739729e-27	2.740941613752669e-23
Sex	F	MPATH:602	872	681.8297489000086	1.278911636529195	5.000693554267071e-27	3.045922443904073e-23
Both	MRL/MpJ_F	MAP_0002417x127	58	5.896434922075867	9.836452155666432	6.033775873646283e-27	3.6751728846379513e-23
Both	MRL/MpJ_F	PAM_0002417x127	58	5.896434922075867	9.836452155666432	6.033775873646283e-27	3.6751728846379513e-23
Strain	MRL/MpJ	MA:0002417	81	23.065065260224685	3.511804501142389	9.33818779222628e-27	5.687890184245027e-23
Sex	F	MPATH:126	922	720.782840613011	1.279164747062871	9.740681398185832e-27	5.93304903963499e-23
Strain	KK/HlJ	MA:0001876	62	12.063449737202658	5.139491716767986	1.0155268474356574e-26	6.185574027730589e-23
Both	RIIIS/J_F	MPATH:803	24	1.5983470105291695	15.015512802851395	1.2046934344613732e-26	7.337787709304224e-23
Strain	NON/ShiLtJ	MAP_0000377x474	64	5.251345544572089	12.187352642629252	1.3672335011840862e-26	8.327819255712268e-23
Strain	NON/ShiLtJ	PAM_0000377x474	64	5.251345544572089	12.187352642629252	1.3672335011840862e-26	8.327819255712268e-23
Strain	KK/HlJ	MA:0001459	62	11.638487870351698	5.327152521071146	1.3851504926892758e-26	8.436951650970379e-23
Strain	KK/HlJ	MA:0001878	62	12.502382909955536	4.959054641545969	1.8362320004214422e-26	1.1184489114567003e-22
Sex	M	MA:0003044	1358	1165.9780925384114	1.1646874059559251	1.9564720423764992e-26	1.1916871210115257e-22
Sex	M	MPATH:14	1128	925.1366578039065	1.219279325367618	2.3167681349984532e-26	1.411143471027558e-22
Both	A/J_F	MPATH:423	32	2.60654801656685	12.276773647219438	2.5246205736285948e-26	1.5377463913971771e-22
Strain	C57L/J	PAM_0000253x555	54	9.151210407856162	5.900858749094207	3.0103549661312226e-26	1.8336072098705277e-22
Strain	C57L/J	MAP_0000253x555	54	9.151210407856162	5.900858749094207	3.0103549661312226e-26	1.8336072098705277e-22
Both	KK/HlJ_F	MAP_0000061x555	14	0.17509022375491218	79.95877610846465	5.290237377415913e-26	3.222283586584033e-22
Both	KK/HlJ_F	PAM_0000061x555	14	0.17509022375491218	79.95877610846465	5.290237377415913e-26	3.222283586584033e-22
Sex	M	MA:0000146	1358	1167.922115931055	1.1627487667852037	5.677636164993528e-26	3.458248188097558e-22
Sex	M	MA:0002565	1358	1167.922115931055	1.1627487667852037	5.677636164993528e-26	3.458248188097558e-22
Sex	M	MA:0003043	1358	1167.922115931055	1.1627487667852037	5.677636164993528e-26	3.458248188097558e-22
Sex	M	MA:0003042	1358	1167.922115931055	1.1627487667852037	5.677636164993528e-26	3.458248188097558e-22
Sex	F	MA:0000145	160	87.23838812941158	1.8340549777541977	9.909803066267406e-26	6.036061047663477e-22
Strain	SJL/J	MPATH:607	96	40.72310993177642	2.3573838088699306	1.4842133677912842e-25	9.040343623216712e-22
Sex	M	MA:0000144	1358	1194.7897097784264	1.136601687213929	1.6349716185141662e-25	9.958612128369787e-22
Both	KK/HlJ_F	MAP_0000415x555	34	0.863092943561794	39.39320817488034	1.7227825843758732e-25	1.0493468721433444e-21
Both	KK/HlJ_F	PAM_0000415x555	34	0.863092943561794	39.39320817488034	1.7227825843758732e-25	1.0493468721433444e-21
Both	C57L/J_F	MA:0000176	20	0.9967118453765339	20.06598004505954	2.0499837674164187e-25	1.2486451127333407e-21
Both	C57L/J_F	MAP_0000176x270	20	0.9848424091747534	20.307817589576548	2.0499837674164187e-25	1.2486451127333407e-21
Both	C57L/J_F	PAM_0000176x270	20	0.9848424091747534	20.307817589576548	2.0499837674164187e-25	1.2486451127333407e-21
Both	KK/HlJ_F	MPATH:555	68	16.71560423030547	4.06805515751059	4.0346515455229765e-25	2.457506256378045e-21
Both	RIIIS/J_M	MPATH:622	44	4.997878807774423	8.803734882797885	4.136553209594524e-25	2.5195745599640244e-21
Both	MRL/MpJ_F	MA:0000124	76	17.535304272949958	4.334113558396472	4.67720542500386e-25	2.8488858243698515e-21
Both	C3H/HeJ_M	PAM_0000118x270	42	1.6962760769792746	24.760120460340115	5.241990695587548e-25	3.1928965326823754e-21
Both	C3H/HeJ_M	MAP_0000118x270	42	1.6962760769792746	24.760120460340115	5.241990695587548e-25	3.1928965326823754e-21
Strain	C57L/J	MA:0000253	88	19.979846267538942	4.404438293550473	9.16935441316655e-25	5.5850537730597456e-21
Strain	MRL/MpJ	PAM_0001247x613	102	28.184880924315607	3.6189615373539774	9.48296662495347e-25	5.776074971259159e-21
Strain	MRL/MpJ	MAP_0001247x613	102	28.184880924315607	3.6189615373539774	9.48296662495347e-25	5.776074971259159e-21
Both	DBA/2J_M	PAM_0001876x181	30	3.0246066012436206	9.918645283543642	9.966728866025144e-25	6.070734552295915e-21
Both	DBA/2J_M	MAP_0001876x181	30	3.0246066012436206	9.918645283543642	9.966728866025144e-25	6.070734552295915e-21
Both	C57BL/10J_M	MAP_0001876x127	24	1.163796877667039	20.6221553439039	1.1750523192398748e-24	7.157243676490077e-21
Both	C57BL/10J_M	PAM_0001876x127	24	1.163796877667039	20.6221553439039	1.1750523192398748e-24	7.157243676490077e-21
Strain	KK/HlJ	MPATH:492	92	36.20900575250935	2.540804368637607	1.3934139299196857e-24	8.487284247140806e-21
Strain	KK/HlJ	PAM_0000368x492	92	36.1585553020589	2.5443494418252226	1.3934139299196857e-24	8.487284247140806e-21
Strain	KK/HlJ	MAP_0000368x492	92	36.1585553020589	2.5443494418252226	1.3934139299196857e-24	8.487284247140806e-21
Both	MRL/MpJ_F	MAP_0000129x594	36	8.090034586694845	4.449919170828622	2.5343005418092276e-24	1.5436424600160006e-20
Both	MRL/MpJ_F	PAM_0000129x594	36	8.090034586694845	4.449919170828622	2.5343005418092276e-24	1.5436424600160006e-20
Both	MRL/MpJ_F	MPATH:135	36	8.200415664224412	4.39002136892348	5.615099909242256e-24	3.420157354719458e-20
Both	MRL/MpJ_F	MPATH:594	36	8.200415664224412	4.39002136892348	5.615099909242256e-24	3.420157354719458e-20
Both	MRL/MpJ_F	MPATH:736	50	11.463582111143301	4.361638405450679	6.602928083335397e-24	4.02184349555959e-20
Strain	PWD/PhJ	PAM_0000346x181	30	2.036260536731181	14.732888772749655	1.4431064012517563e-23	8.789961090024448e-20
Strain	PWD/PhJ	MAP_0000346x181	30	2.036260536731181	14.732888772749655	1.4431064012517563e-23	8.789961090024448e-20
Strain	NON/ShiLtJ	MA:0002703	56	4.235329829101884	13.222110735086478	1.5082744852088163e-23	9.1868998894069e-20
Strain	A/J	MPATH:591	126	46.19645442972309	2.7274820450058352	2.606312885821685e-23	1.5875051787539884e-19
Both	A/J_M	PAM_0000165x14	72	16.43533842211977	4.380804225065279	3.0788680697854933e-23	1.875338541306344e-19
Both	A/J_M	MAP_0000165x14	72	16.43533842211977	4.380804225065279	3.0788680697854933e-23	1.875338541306344e-19
Strain	KK/HlJ	MPATH:33	130	79.73839924646194	1.6303311983751443	4.6566561614841606e-23	2.836369267960002e-19
Strain	KK/HlJ	MPATH:1	130	100.41373680107438	1.294643583054157	4.6566561614841606e-23	2.836369267960002e-19
Strain	SJL/J	MPATH:516	34	6.5056473846327245	5.226228534966849	4.8855622047934733e-23	2.9757959389397044e-19
Strain	KK/HlJ	MPATH:197	94	39.92992807436701	2.354123949958809	5.336174795249663e-23	3.25026406778657e-19
Strain	C57BR/cdJ	PAM_0000253x555	42	8.939241297392567	4.698385310647194	5.601861503568855e-23	3.41209384182379e-19
Strain	C57BR/cdJ	MAP_0000253x555	42	8.939241297392567	4.698385310647194	5.601861503568855e-23	3.41209384182379e-19
Sex	M	MPATH:597	1144	953.7455677639451	1.1994813277949024	5.753098329230777e-23	3.504212192334466e-19
Both	SJL/J_F	MPATH:14	92	50.129718756044355	1.835238702369683	7.228840316042418e-23	4.403086636501437e-19
Strain	AKR/J	MA:0002434	32	3.7296232896742922	8.579955002049163	9.977877479510484e-23	6.077525172769836e-19
Strain	AKR/J	MPATH:513	32	3.5634511828493665	8.980058476460599	9.977877479510484e-23	6.077525172769836e-19
Both	PWD/PhJ_M	MPATH:352	28	2.176792154574005	12.862964404371239	1.2129635129144376e-22	7.388160757161839e-19
Both	DBA/2J_F	PAM_0001876x811	24	2.0946213170203936	11.457918338260821	1.7971645312863818e-22	1.0946529160065352e-18
Both	DBA/2J_F	MAP_0001876x811	24	2.0946213170203936	11.457918338260821	1.7971645312863818e-22	1.0946529160065352e-18
Both	KK/HlJ_F	PAM_0001876x811	32	4.344806036647892	7.365115894722118	2.016473834357798e-22	1.2282342125073347e-18
Both	KK/HlJ_F	MAP_0001876x811	32	4.344806036647892	7.365115894722118	2.016473834357798e-22	1.2282342125073347e-18
Sex	F	MA:0002563	1090	905.645616828244	1.2035612824113286	2.1706051122828415e-22	1.3221155738914788e-18
Both	C57L/J_M	MA:0000253	54	10.026884130374384	5.385521493802656	2.655346395247725e-22	1.6173714893453892e-18
Strain	AKR/J	MPATH:335	32	4.074850754707417	7.853048351042655	2.7118673149524123e-22	1.6517983815375143e-18
Strain	NON/ShiLtJ	PAM_0002703x554	40	2.12602453383559	18.81445832980838	2.7330226042961565e-22	1.6646840682767888e-18
Strain	NON/ShiLtJ	MAP_0002703x554	40	2.12602453383559	18.81445832980838	2.7330226042961565e-22	1.6646840682767888e-18
Strain	NON/ShiLtJ	PAM_0000368x647	104	47.34618510937348	2.196586689291897	2.814977904271218e-22	1.7146030414915988e-18
Strain	NON/ShiLtJ	MAP_0000368x647	104	47.34618510937348	2.196586689291897	2.814977904271218e-22	1.7146030414915988e-18
Both	BALB/cByJ_F	MAP_0000141x754	14	0.940627420918464	14.883682623593806	2.954928724531034e-22	1.799847086111853e-18
Both	BALB/cByJ_F	PAM_0000141x754	14	0.940627420918464	14.883682623593806	2.954928724531034e-22	1.799847086111853e-18
Both	BALB/cByJ_F	MPATH:754	14	0.940627420918464	14.883682623593806	2.954928724531034e-22	1.799847086111853e-18
Sex	F	MPATH:43	356	238.7060984595461	1.4913737114275356	3.0051423328821666e-22	1.8304321949585276e-18
Both	DBA/2J_F	MPATH:811	30	2.8042029840662748	10.698226972320695	3.0461315111456175e-22	1.8553987034387955e-18
Strain	PWD/PhJ	MA:0000129	94	39.044324892004624	2.407520177644281	3.1323933653520363e-22	1.9079407988359252e-18
Both	KK/HlJ_F	MPATH:811	32	4.931708268154873	6.488623872306286	3.617136376280259e-22	2.2031977667923056e-18
Both	PWD/PhJ_F	MPATH:637	40	3.4199801614003604	11.695974278289796	3.7332556396672695e-22	2.2739260101213338e-18
